source,interaction,target
CSNK1D,activates,LRP6
CSNK1E,activates,LRP6
DVL1,activates,CTNNB1
DVL1,activates,JUN
DVL1,activates,DAAM1
INVS,activates,DVL1
LRRFIP2,activates,DVL3
DVL2,activates,LRRK2
DVL3,activates,LRRK2
SMAD1,activates,DVL1
DVL1,activates,SMAD3
NLK,activates,LEF1
CSNK2A1,activates,LEF1
DVL3,activates,PIP5K1A
CAPRIN2,activates,LRP6
DVL1,activates,ROCK1
DVL2,activates,RAC1
CSNK1E,activates,ROR2
ROR2,activates,GRK2
PDGFRA,activates,PLCG1
PDGFRB,activates,PLCG1
PDGFRA,activates,CRK
PDGFRB,activates,PTPN11
PDGFRB,activates,NCK1
PDGFRB,activates,GRAP
CAV1,activates,PDGFRB
PDGFRB,activates,RASA1
PDGFRB,activates,CRK
PDGFD,activates,PDGFRB
FGFR1,activates,GRB14
FGFR2,activates,GRAP
FGF6,activates,FGFR2
FGF17,activates,FGFR2
FGF18,activates,FGFR2
FGF22,activates,FGFR2
FGF9,activates,FGFR3
KDR,activates,SHC2
KDR,activates,ANXA5
KDR,activates,SHC1
FLT4,activates,SHC1
CBL,activates,MET
MET,activates,GLMN
MET,activates,GRAP
MET,activates,RANBP9
MST1R,activates,GRAP
MST1,activates,MST1R
AKT1,activates,MST1R
MST1R,activates,YWHAB
MST1R,activates,YWHAQ
NTRK1,activates,ABL1
NTRK1,activates,GRAP
NTRK1,activates,MATK
NTRK1,activates,ARHGAP32
SQSTM1,activates,NTRK1
NTRK1,activates,SH2B1
NTRK1,activates,SH2B2
BDNF,activates,NTRK2
NTRK2,activates,FYN
SQSTM1,activates,NTRK2
NTRK2,activates,SHC3
NTF3,activates,NTRK3
NTRK3,activates,PLCG1
NTRK3,activates,SHC1
EFNA3,activates,EPHA3
EFNA4,activates,EPHA4
EFNB1,activates,EPHB1
EFNB2,activates,EPHB2
EPHA2,activates,PIK3R2
EPHA2,activates,GRAP
ACP1,activates,EPHA2
EPHA2,activates,SHC1
EFNA1,activates,EPHA7
EFNA2,activates,EPHA7
EFNA3,activates,EPHA7
EFNA4,activates,EPHA7
EFNA2,activates,EPHA8
EFNA3,activates,EPHA8
EFNA4,activates,EPHA8
EFNA5,activates,EPHA8
EFNA4,activates,EPHA2
EFNA4,activates,EPHA3
EFNA2,activates,EPHA5
EFNA3,activates,EPHA5
EFNA4,activates,EPHA5
EFNB2,activates,EPHB1
EFNB1,activates,EPHB2
EFNB1,activates,EPHB3
EFNB2,activates,EPHB3
EFNB2,activates,EPHA3
EPHA3,activates,SRC
EPHA3,activates,FYN
EPHA4,activates,ARHGEF15
EPHA4,activates,FYN
EPHB1,activates,GRB7
EPHB1,activates,ACP1
EPHB1,activates,NCK1
EPHB2,activates,SRC
EPHB2,activates,RASA1
ABL1,activates,EPHB2
EPHB2,activates,SYNJ1
EPHB2,activates,ITSN1
EPHB3,activates,RASA1
LTK,activates,SHC1
LTK,activates,PLCG1
LTK,activates,RAF1
PTN,activates,ALK
ALK,activates,PLCG1
ALK,activates,STAT3
MDK,activates,ALK
PTPRZ1,activates,ALK
PTPRB,activates,ALK
ALK,activates,SHC3
ALK,activates,SHC1
ANGPT4,activates,TIE1
ANGPTL1,activates,TEK
TEK,activates,DOK2
TEK,activates,GRAP
TEK,activates,GRB7
TEK,activates,GRB14
WNT5A,activates,ROR1
DDR1,activates,SHC1
DDR2,activates,SHC1
SRC,activates,DDR2
CSNK2A1,activates,MUSK
PTPN6,activates,ROS1
WNT1,activates,RYK
AATK,inhibits,STK39
AATK,activates,CDK5R1
CDK5,activates,LMTK2
LMTK2,activates,PPP1CA
AXL,activates,TNS2
AXL,activates,GRAP
AXL,activates,PIK3CG
AXL,activates,SOCS1
MERTK,activates,VAV1
GRK6,activates,TYRO3
RET,activates,GRB10
RET,activates,STAT3
RET,activates,DOK4
RET,activates,DOK5
RET,activates,GRAP
RET,activates,GFRA1
RET,activates,FRS2
ABL1,activates,NEDD9
GRB10,activates,ABL1
ABL1,activates,GRAP
ABL1,activates,VAV1
RYBP,activates,ABL1
RFX1,activates,ABL1
CSK,activates,YTHDC1
DAB2,activates,CSK
IGF1R,activates,CSK
CREBBP,activates,CSK
PAG1,activates,CSK
MATK,activates,KIT
PTK6,activates,KHDRBS1
LCK,activates,PTPN6
LCK,activates,ZAP70
LCK,activates,NOTCH1
LCP2,activates,PLCG1
RHOA,activates,PLCG1
ITK,activates,PLCG1
GIT1,activates,PLCG1
GAB1,activates,PLCG1
GRAP,activates,PLCG1
ERBB2,activates,PLCG1
EEF1A1,activates,PLCG1
EGFR,activates,NCK1
NCK1,activates,WASL
SOCS3,activates,RASA1
SRC,activates,RASA1
LCK,activates,RASA1
RASA1,activates,CAV2
RASA1,inhibits,HRAS
EGFR,activates,GRB14
YWHAQ,activates,MEF2D
YWHAZ,activates,PRKCZ
YWHAQ,activates,PRKD1
FRS2,activates,GRAP
FRS2,activates,PTPN11
FRS2,activates,CBL
ARHGAP32,activates,CDC42
ARHGAP32,activates,CRKL
ARHGAP32,activates,CRK
GAB1,activates,ARHGAP32
GAB2,activates,ARHGAP32
ARHGAP32,inhibits,RAC1
ARHGAP32,activates,RHOA
ARHGAP32,activates,SRC
EGFR,activates,NCK2
PDGFRB,activates,NCK2
NTRK2,activates,NCK2
INSR,activates,GRB7
RET,activates,GRB7
GRB7,activates,RND1
ITSN1,activates,CDC42
RAP1GAP,activates,RAP1B
RAP1B,activates,BRAF
STK39,activates,MAPK14
VAV1,activates,PRKCQ
VAV1,activates,MAPK1
IL1R1,activates,PIK3R1
EPOR,activates,PIK3R1
INSR,activates,DOK4
DOK4,activates,CRK
DOK4,activates,SRC
DOK4,activates,FYN
INSR,activates,DOK5
RET,activates,DOK1
PTPN11,activates,GAB2
IL6ST,activates,GAB2
PTPRF,activates,INSR
PTPRF,activates,IRS2
ERBB2,activates,ESR1
AR,activates,ERBB3
NR0B1,activates,ESR2
NR0B2,activates,RXRA
NR0B2,activates,NR5A2
THRB,activates,RXRA
RXRB,activates,THRA
NR0B2,activates,RXRB
THRA,activates,RXRA
RXRA,activates,NR1H4
VDR,activates,RXRA
RXRB,activates,VDR
NR1I3,activates,RXRA
NR1I2,activates,RXRA
RXRA,activates,NR4A1
RARA,activates,NR4A1
RXRB,activates,THRB
THRB,activates,STAT5A
NR2F1,activates,RXRA
RXRB,activates,NR2F1
NR2F2,activates,NR2F1
RXRB,activates,NR2F2
NR2F6,activates,THRB
NR0B2,activates,ESR2
NR3C1,activates,NR3C2
NR3C2,activates,NR3C1
NR0B1,activates,NR5A2
NR0B2,activates,NR1I2
RXRB,activates,PPARD
RXRA,activates,PPARD
NR2C2,activates,HNF4A
NR0B1,activates,ESRRG
ESRRB,activates,NR0B1
NR0B1,activates,ESRRB
NR0B1,activates,PGR
NR0B1,activates,NR4A1
NCOR2,activates,PGR
NCOR2,activates,AR
NR0B2,activates,THRA
NR0B2,activates,THRB
NR0B2,activates,RARA
NR0B2,activates,RARB
NR0B2,activates,PPARA
NR0B2,activates,NR1H2
NR0B2,activates,NR1H3
NR0B2,activates,NR1I3
NR0B2,activates,ESRRB
NR0B2,activates,ESRRG
NR0B2,activates,ESRRA
NR0B2,activates,AR
THRA,activates,RARG
RARG,activates,THRA
RARA,activates,THRA
THRA,activates,RARA
RARB,activates,THRA
THRA,activates,RARB
THRA,activates,RXRG
RXRG,activates,THRA
THRA,activates,NR2F2
NR2F2,activates,THRA
THRB,activates,PPARG
RARB,activates,RXRB
PPARA,activates,RXRG
NR3C1,activates,PPARG
PPARG,activates,NR3C1
NR2E3,activates,NR1D1
NR1H2,activates,PPARD
PPARD,activates,NR1H2
RXRB,activates,NR1H2
PPARD,activates,NR1H3
NR1H3,activates,PPARD
NR1I2,activates,HNF4A
NR2F6,activates,RXRA
NR4A2,activates,RXRA
RXRB,activates,PPARA
NR4A2,activates,RXRB
THRB,activates,RXRG
VDR,activates,RXRG
RXRG,activates,VDR
NR4A2,activates,RXRG
RXRG,activates,NR4A2
NR2C1,activates,AR
NR2C2,activates,AR
NR2C2,activates,ESR1
NR2C2,activates,ESR2
NR2F6,activates,NR2F2
NR2F2,activates,NR2F6
NR3C1,activates,NR2F2
NR2F2,activates,NR3C1
NR3C1,activates,RXRA
RXRA,activates,NR3C1
NR3C1,activates,NR4A1
NR3C1,activates,NR4A2
NR4A2,activates,NR3C1
NR3C1,activates,NR4A3
NR4A3,activates,NR3C1
AR,activates,NR3C1
NR4A1,activates,NR2F1
NR4A1,activates,NR4A2
NR4A2,activates,NR4A1
NR4A1,activates,NR4A3
NR4A3,activates,NR4A1
HNF1A,activates,ESR1
WNT5A,activates,NLK
CTNNB1,activates,NR4A1
CTNNB1,activates,NR4A2
CTNNB1,activates,NR4A3
NCOA2,activates,RARA
ESR1,activates,NCOA2
NRIP1,activates,ESR1
RARA,activates,NRIP1
NRIP1,activates,RARA
RXRB,activates,NRIP1
NRIP1,inhibits,PPARA
RARA,activates,EGFR
SRC,activates,RXRA
SRC,activates,PPARG
PRKCB,activates,NCF1
PRKCD,activates,NCF1
PAK1,inhibits,BAD
FGR,activates,PXN
HCK,activates,PXN
LYN,activates,PXN
SRC,activates,PXN
PRKACA,inhibits,PREX1
PRKACB,inhibits,PREX1
PRKACG,inhibits,PREX1
PRKX,inhibits,PREX1
FGR,activates,PTK2
HCK,activates,PTK2
LYN,activates,PTK2
SRC,activates,PTK2
FGR,activates,PTK2B
HCK,activates,PTK2B
LYN,activates,PTK2B
SRC,activates,PTK2B
ZAP70,activates,GAB2
PRKCZ,activates,PARD3
PARD3,inhibits,TIAM1
LCK,activates,CBL
PTK2,inhibits,PTEN
ITK,activates,VAV3
LAT,activates,VAV1
CDC42,activates,PRKCZ
PRKCZ,activates,MAPK1
PRKCZ,activates,MAPK3
JAK3,activates,STAT2
JAK3,activates,STAT5B
MAPK1,activates,FOS
MAPK3,activates,FOS
LCK,activates,CD247
CCR5,activates,JAK3
CXCR4,activates,JAK3
ADCY5,activates,CAMP
CAMP,activates,PRKACA
CAMP,activates,PRKACB
FGR,activates,SHC1
HCK,activates,SHC1
LYN,activates,SHC1
SRC,activates,SHC1
AKT1,inhibits,BAD
AKT3,inhibits,BAD
NFKBIB,inhibits,NFKB1
AKT1,inhibits,GSK3B
AKT3,inhibits,GSK3B
AKT1,inhibits,FOXO3
AKT3,inhibits,FOXO3
ZAP70,activates,MAPK14
AKT1,inhibits,CDKN1A
AKT3,inhibits,CDKN1A
CD4,activates,LCK
CSK,inhibits,LCK
GNB5,activates,PLCB3
GNG4,activates,PLCB3
PTPA,inhibits,AKT1
PTPA,inhibits,AKT3
GNAI1,inhibits,ADCY5
GNAI1,inhibits,ADCY6
GNAI2,inhibits,ADCY5
GNAI2,inhibits,ADCY6
GNAI3,inhibits,ADCY5
GNAI3,inhibits,ADCY6
FGR,activates,PIK3R1
HCK,activates,PIK3R1
CBLB,inhibits,PIK3R1
CBLB,inhibits,PIK3R2
PTPN6,inhibits,PIK3R1
PTPN6,inhibits,PIK3R2
GNB5,activates,PIK3R1
GNG4,activates,PIK3R1
CCR5,activates,GNAI1
CCR5,activates,GNAI2
CCR5,activates,GNAI3
CXCR4,activates,GNAI1
CXCR4,activates,GNAI2
CXCR4,activates,GNAI3
ARRB1,inhibits,GNAI1
ARRB1,inhibits,GNAI2
ARRB1,inhibits,GNAI3
ARRB2,inhibits,GNAI1
ARRB2,inhibits,GNAI2
ARRB2,inhibits,GNAI3
MAPK1,inhibits,PTPN6
MAPK3,inhibits,PTPN6
GAB2,inhibits,LCP2
ZAP70,activates,LCP2
GSK3B,inhibits,CYC1
CD28,inhibits,CBLB
ZAP70,activates,VAV1
ZAP70,activates,LAT
LCK,activates,SIT1
LAT,activates,PLCG1
CBL,inhibits,PLCG1
GNAI1,activates,FGR
GNAI1,activates,SRC
GNAI2,activates,FGR
GNAI2,activates,HCK
GNAI2,activates,LYN
GNAI2,activates,SRC
MAP3K1,activates,MAP2K2
CBL,inhibits,PIK3R1
CBL,inhibits,PIK3R2
PTPN11,inhibits,PIK3R1
PTPN11,inhibits,PIK3R2
ITK,activates,CD28
LCK,activates,ITK
LAT,activates,PIK3R1
FGR,activates,ELMO1
HCK,activates,ELMO1
LYN,activates,ELMO1
PTPN6,inhibits,CD247
GSK3B,inhibits,NFATC2
AKT3,activates,MAP3K8
ALOX5AP,activates,ALOX5
CXCL12,activates,ACKR3
CXCL11,activates,ACKR3
CCL19,activates,ACKR4
CCL21,activates,ACKR4
CCL25,activates,ACKR4
INHBA,activates,ACVR2A
INHBA,activates,ACVR1B
INHBA,activates,ACVR1C
INHBB,activates,ACVR2A
INHBB,activates,ACVR1B
INHBB,activates,ACVR2B
INHBB,activates,ACVR1C
INHA,activates,ACVR2A
INHA,activates,ACVR1B
INHA,activates,ACVR2B
INHA,activates,ACVR1C
ADM,activates,CALCRL
ADM,activates,RAMP2
ADM2,activates,CALCRL
ADM2,activates,RAMP2
CALCA,activates,CALCRL
CALCA,activates,RAMP2
CALCB,activates,CALCRL
CALCB,activates,RAMP2
ADM,activates,RAMP3
ADM2,activates,RAMP3
CALCA,activates,RAMP3
CALCB,activates,RAMP3
ADM,activates,CALCR
ADM,activates,RAMP1
ADM2,activates,CALCR
ADM2,activates,RAMP1
CALCA,activates,CALCR
CALCA,activates,RAMP1
IAPP,activates,CALCR
IAPP,activates,RAMP1
CALCB,activates,CALCR
CALCB,activates,RAMP1
IAPP,activates,RAMP2
IAPP,activates,RAMP3
AMH,activates,BMPR1B
AMH,activates,BMPR1A
AMH,activates,ACVR1
APLN,activates,APLNR
APELA,activates,APLNR
AGT,activates,AGTR1
AGT,activates,AGTR2
PROS1,activates,AXL
TNFSF13B,activates,TNFRSF13C
NMB,activates,NMBR
GRP,activates,GRPR
NMB,activates,GRPR
TNFSF13,activates,TNFRSF17
TNFSF13B,activates,TNFRSF17
BMP10,activates,BMPR1B
BMP10,activates,ACVR2A
BMP10,activates,BMPR1A
BMP10,activates,ACVRL1
BMP10,activates,ACVR1
BMP10,activates,ACVR2B
BMP10,activates,BMPR2
BMP2,activates,BMPR1B
BMP2,activates,ACVR2A
BMP2,activates,BMPR1A
BMP2,activates,ACVRL1
BMP2,activates,ACVR1
BMP4,activates,BMPR1B
BMP4,activates,ACVR2A
BMP4,activates,BMPR1A
BMP4,activates,ACVRL1
BMP4,activates,ACVR1
BMP4,activates,ACVR2B
BMP5,activates,BMPR1B
BMP5,activates,ACVR2A
BMP5,activates,BMPR1A
BMP5,activates,ACVRL1
BMP5,activates,ACVR1
BMP5,activates,ACVR2B
BMP5,activates,BMPR2
BMP6,activates,BMPR1B
BMP6,activates,ACVR2A
BMP6,activates,BMPR1A
BMP6,activates,ACVRL1
BMP6,activates,ACVR1
BMP7,activates,BMPR1B
BMP7,activates,ACVR2A
BMP7,activates,BMPR1A
BMP7,activates,ACVRL1
BMP7,activates,ACVR1
BMP8A,activates,BMPR1B
BMP8A,activates,ACVR2A
BMP8A,activates,BMPR1A
BMP8A,activates,ACVRL1
BMP8A,activates,ACVR1
BMP8A,activates,ACVR2B
BMP8A,activates,BMPR2
BMP8B,activates,BMPR1B
BMP8B,activates,ACVR2A
BMP8B,activates,ACVRL1
BMP8B,activates,ACVR2B
BMP8B,activates,BMPR2
GDF2,activates,BMPR1B
GDF2,activates,ACVR2A
GDF2,activates,BMPR1A
GDF2,activates,ACVRL1
GDF2,activates,ACVR1
GDF2,activates,ACVR2B
GDF2,activates,BMPR2
KNG1,activates,BDKRB1
KNG1,activates,BDKRB2
C3,activates,C3AR1
C5,activates,C5AR1
RPS19,activates,C5AR1
C5,activates,C5AR2
CCK,activates,CCKAR
GAST,activates,CCKBR
CCK,activates,CCKBR
CCL13,activates,CCR1
CCL8,activates,CCR1
CCL14,activates,CCR1
CCL15,activates,CCR1
CCL23,activates,CCR1
CCL3,activates,CCR1
CCL5,activates,CCR1
CCL7,activates,CCR1
CCL4,inhibits,CCR1
CCL27,activates,CCR10
CCL28,activates,CCR10
CCL13,activates,CCR2
CCL16,activates,CCR2
CCL2,activates,CCR2
CCL7,activates,CCR2
CCL8,activates,CCR2
CCL11,activates,CCR2
CCL24,inhibits,CCR2
CCL26,inhibits,CCR2
CCL11,activates,CCR3
CCL13,activates,CCR3
CCL15,activates,CCR3
CCL2,activates,CCR3
CCL24,activates,CCR3
CCL26,activates,CCR3
CCL28,activates,CCR3
CCL5,activates,CCR3
CCL7,activates,CCR3
CCL8,activates,CCR3
CXCL10,activates,CCR3
CXCL11,activates,CCR3
CXCL9,activates,CCR3
CCL17,activates,CCR4
CCL22,activates,CCR4
CCL11,activates,CCR5
CCL13,activates,CCR5
CCL14,activates,CCR5
CCL16,activates,CCR5
CCL2,activates,CCR5
CCL3,activates,CCR5
CCL7,inhibits,CCR5
DEFB4A,activates,CCR6
CCL20,activates,CCR6
CCL19,activates,CCR7
CCL21,activates,CCR7
CCL1,activates,CCR8
CCL25,activates,CCR9
CCL19,activates,CCRL2
TNFSF8,activates,TNFRSF8
RARRES2,activates,CMKLR1
RARRES2,activates,GPR1
CNTF,activates,IL6ST
CNTF,activates,LIFR
CLCF1,activates,IL6ST
CLCF1,activates,CNTFR
CLCF1,activates,LIFR
CRLF1,activates,IL6ST
CRLF1,activates,CNTFR
CRLF1,activates,LIFR
CRH,activates,CRHR1
UCN,activates,CRHR1
UCN2,activates,CRHR1
CRH,activates,CRHR2
UCN,activates,CRHR2
UCN2,activates,CRHR2
UCN3,activates,CRHR2
YARS,activates,CXCR1
CXCL1,activates,CXCR1
CXCL6,activates,CXCR1
CXCL8,activates,CXCR1
CXCL1,activates,CXCR2
CXCL2,activates,CXCR2
CXCL3,activates,CXCR2
CXCL5,activates,CXCR2
CXCL6,activates,CXCR2
PPBP,activates,CXCR2
CXCL8,activates,CXCR2
CCL13,activates,CXCR3
CCL19,activates,CXCR3
CCL20,activates,CXCR3
CCL5,activates,CXCR3
CXCL12,activates,CXCR3
CCL11,inhibits,CXCR3
CCL7,inhibits,CXCR3
CXCL12,activates,CXCR4
CXCL13,activates,CXCR5
CX3CL1,activates,CX3CR1
TNFSF15,activates,TNFRSF25
POMC,activates,OPRD1
PDYN,activates,OPRD1
PENK,activates,OPRD1
EDA,activates,EDAR
EDA,activates,EDA2R
EPGN,activates,EGFR
EREG,activates,EGFR
EREG,activates,ERBB4
EDN1,activates,EDNRA
EDN2,activates,EDNRA
EDN3,activates,EDNRB
VEGFA,activates,FLT1
VEGFC,activates,FLT4
VEGFD,activates,FLT4
PDGFC,activates,FLT4
ANXA1,activates,FPR2
MT-RNR2,activates,FPR2
CAMP,activates,FPR2
SAA1,activates,FPR2
ANXA1,activates,FPR3
HEBP1,activates,FPR3
MT-RNR2,activates,FPR3
CGA,activates,FSHR
FSHB,activates,FSHR
WNT3A,activates,FZD6
WNT4,activates,FZD6
WNT5A,activates,FZD6
GAL,activates,GALR1
GAL,activates,GALR2
GAL,activates,GALR3
GDF15,activates,GFRAL
GHRL,activates,GHSR
GHRH,activates,GHRHR
GIP,activates,GIPR
GCG,activates,GLP1R
GCG,activates,GLP2R
GCG,activates,GCGR
TNFSF18,activates,TNFRSF18
GNRH2,activates,GNRHR
CSF3,activates,CSF2RB
CSF2,activates,CSF2RB
GDF1,activates,BMPR1B
GDF1,activates,ACVR2A
GDF1,activates,BMPR1A
GDF1,activates,ACVR1B
GDF1,activates,TGFBR1
GDF1,activates,ACVR2B
GDF1,activates,BMPR2
GDF1,activates,ACVR1C
GDF10,activates,BMPR1B
GDF10,activates,ACVR2A
GDF10,activates,BMPR1A
GDF10,activates,ACVR1B
GDF10,activates,TGFBR1
GDF10,activates,ACVR2B
GDF10,activates,BMPR2
GDF10,activates,ACVR1C
GDF3,activates,BMPR1B
GDF3,activates,ACVR2A
GDF3,activates,BMPR1A
GDF3,activates,ACVR1B
GDF3,activates,TGFBR1
GDF3,activates,ACVR2B
GDF3,activates,BMPR2
GDF3,activates,ACVR1C
GDF7,activates,BMPR1B
GDF7,activates,ACVR2A
GDF7,activates,BMPR1A
GDF7,activates,ACVR1B
GDF7,activates,TGFBR1
GDF7,activates,ACVR2B
GDF7,activates,BMPR2
GDF7,activates,ACVR1C
GDF9,activates,BMPR1B
GDF9,activates,ACVR2A
GDF9,activates,BMPR1A
GDF9,activates,ACVR1B
GDF9,activates,TGFBR1
GDF9,activates,ACVR2B
GDF9,activates,BMPR2
GDF9,activates,ACVR1C
GH2,activates,GHR
NPPA,activates,NPR1
NPPB,activates,NPR1
NPPC,activates,NPR2
GUCA2A,activates,GUCY2C
GUCA2B,activates,GUCY2C
GUCA1A,activates,GUCY2D
GUCA1B,activates,GUCY2D
GUCA1A,activates,GUCY2F
GUCA1B,activates,GUCY2F
TNFSF14,activates,TNFRSF14
LTA,activates,TNFRSF14
CCL16,activates,HRH4
PSAP,activates,GPR37
PSAP,activates,GPR37L1
CCL5,activates,GPR75
RSPO1,activates,LGR4
RSPO2,activates,LGR4
RSPO3,activates,LGR4
RSPO4,activates,LGR4
RSPO1,activates,LGR5
RSPO2,activates,LGR5
RSPO3,activates,LGR5
RSPO4,activates,LGR5
RSPO3,activates,LGR6
RSPO1,activates,LGR6
RSPO2,activates,LGR6
RSPO4,activates,LGR6
PENK,activates,MRGPRX1
ADM,activates,MRGPRX2
IFNA10,activates,IFNAR1
IFNA10,activates,IFNAR2
IFNA14,activates,IFNAR1
IFNA14,activates,IFNAR2
IFNA16,activates,IFNAR1
IFNA16,activates,IFNAR2
IFNA17,activates,IFNAR1
IFNA17,activates,IFNAR2
IFNA2,activates,IFNAR1
IFNA2,activates,IFNAR2
IFNA21,activates,IFNAR1
IFNA21,activates,IFNAR2
IFNA4,activates,IFNAR1
IFNA4,activates,IFNAR2
IFNA5,activates,IFNAR1
IFNA5,activates,IFNAR2
IFNA6,activates,IFNAR1
IFNA6,activates,IFNAR2
IFNA7,activates,IFNAR1
IFNA7,activates,IFNAR2
IFNA8,activates,IFNAR1
IFNA8,activates,IFNAR2
IFNW1,activates,IFNAR1
IFNW1,activates,IFNAR2
IL11,activates,IL6ST
IL12A,activates,IL12RB2
IL12B,activates,IL12RB1
IL12B,activates,IL12RB2
IL15,activates,IL2RG
IL15,activates,IL2RB
IL17C,activates,IL17RE
IL17C,activates,IL17RA
IL17A,activates,IL17RC
IL17A,activates,IL17RA
IL17F,activates,IL17RC
IL17F,activates,IL17RA
IL18,activates,IL18R1
IL18,activates,IL18RAP
IL37,activates,IL18R1
IL37,activates,IL18RAP
IL1A,activates,IL1RAP
IL1B,activates,IL1RAP
IL1RN,inhibits,IL1RAP
IL1RN,inhibits,IL1R1
IL21,activates,IL2RG
IL22,activates,IL22RA1
IL12B,activates,IL23R
IL17B,activates,IL17RA
IL17B,activates,IL17RB
IL25,activates,IL17RA
IL25,activates,IL17RB
IL27,activates,IL6ST
EBI3,activates,IL6ST
EBI3,activates,IL27RA
IL2,activates,IL2RA
IL2,activates,IL2RB
IL1RN,inhibits,IL2RG
IL1RN,inhibits,IL2RA
IL1RN,inhibits,IL2RB
IL33,activates,IL1RAP
IL33,activates,IL1RL1
IL36A,activates,IL1RAP
IL36A,activates,IL1RL2
IL36B,activates,IL1RAP
IL36B,activates,IL1RL2
IL36G,activates,IL1RAP
IL36G,activates,IL1RL2
IL36RN,inhibits,IL1RAP
IL36RN,inhibits,IL1RL2
IL3,activates,CSF2RB
IL4,activates,IL2RG
IL13,activates,IL4R
IL4,activates,IL13RA1
IL5,activates,CSF2RB
IL7,activates,IL2RG
IL9,activates,IL2RG
PDYN,activates,OPRK1
POMC,activates,OPRK1
VEGFA,activates,KDR
VEGFC,activates,KDR
PDGFC,activates,KDR
KISS1,activates,KISS1R
LIF,activates,IL6ST
OSM,activates,IL6ST
OSM,activates,LIFR
CGA,activates,LHCGR
CGB3,activates,LHCGR
LHB,activates,LHCGR
PMCH,activates,MCHR1
PMCH,activates,MCHR2
POMC,activates,MC1R
POMC,activates,MC3R
AGRP,inhibits,MC3R
POMC,activates,MC4R
AGRP,inhibits,MC4R
POMC,activates,MC5R
AGRP,inhibits,MC5R
MLN,activates,MLNR
PDYN,activates,OPRM1
PENK,activates,OPRM1
CALM1,activates,MYLK
CALM2,activates,MYLK
CALM3,activates,MYLK
CALM1,activates,MYLK2
CALM2,activates,MYLK2
CALM3,activates,MYLK2
OSTN,inhibits,NPR3
BDNF,activates,NGFR
NTF3,activates,NGFR
NTF4,activates,NGFR
NGF,activates,NGFR
TAC1,activates,TACR1
TAC3,activates,TACR1
TAC1,activates,TACR2
TAC3,activates,TACR2
TAC1,activates,TACR3
TAC3,activates,TACR3
NMS,activates,NMUR1
NMU,activates,NMUR1
NMS,activates,NMUR2
NMU,activates,NMUR2
PNOC,activates,OPRL1
NPB,activates,NPBWR1
NPW,activates,NPBWR1
NPB,activates,NPBWR2
NPW,activates,NPBWR2
NPFF,activates,NPFFR1
NPVF,activates,NPFFR1
NPFF,activates,NPFFR2
NPS,activates,NPSR1
NTS,activates,NTSR1
NTS,activates,NTSR2
OXT,activates,OXTR
AVP,activates,OXTR
TNFSF4,activates,TNFRSF4
HCRT,activates,HCRTR1
HCRT,activates,HCRTR2
ADCYAP1,activates,ADCYAP1R1
VIP,activates,ADCYAP1R1
CALM1,activates,PDE1A
CALM2,activates,PDE1A
CALM3,activates,PDE1A
CALM1,activates,PDE1B
CALM2,activates,PDE1B
CALM3,activates,PDE1B
CALM1,activates,PDE1C
CALM2,activates,PDE1C
CALM3,activates,PDE1C
PROK1,activates,PROKR1
PROK2,activates,PROKR1
PROK1,activates,PROKR2
PROK2,activates,PROKR2
ARF1,activates,PLD2
CD274,activates,PDCD1
CSH1,activates,PRLR
CSH2,activates,PRLR
CSHL1,activates,PRLR
PRLH,activates,PRLHR
PTHLH,activates,PRLHR
NPY,inhibits,PRLHR
PTHLH,activates,PTH1R
PTH2,inhibits,PTH1R
PTHLH,activates,PTH2R
QRFP,activates,QRFPR
TNFSF11,activates,TNFRSF11A
RLN2,activates,RXFP1
RLN1,activates,RXFP1
RLN3,activates,RXFP1
INSL3,activates,RXFP2
RLN2,activates,RXFP2
RLN1,activates,RXFP2
RLN3,activates,RXFP2
RLN3,activates,RXFP3
INSL5,inhibits,RXFP3
INSL5,activates,RXFP4
RLN3,activates,RXFP4
SCT,activates,SCTR
VIP,activates,SCTR
CORT,activates,SSTR1
SST,activates,SSTR1
CORT,activates,SSTR2
SST,activates,SSTR2
CORT,activates,SSTR3
SST,activates,SSTR3
CORT,activates,SSTR4
SST,activates,SSTR4
CORT,activates,SSTR5
SST,activates,SSTR5
TNFSF13B,activates,TNFRSF13B
TSLP,activates,IL7R
TGFB2,activates,TGFBR1
TGFB2,activates,TGFBR3
TGFB3,activates,TGFBR1
TGFB3,activates,TGFBR3
CGA,activates,TSHR
TSHB,activates,TSHR
LTA,activates,TNFRSF1B
TNFSF12,activates,TNFRSF12A
GAS6,activates,TYRO3
PROS1,activates,TYRO3
UTS2,activates,UTS2R
UTS2B,activates,UTS2R
GHRH,activates,VIPR1
ADCYAP1,activates,VIPR1
VIP,activates,VIPR1
ADCYAP1,activates,VIPR2
VIP,activates,VIPR2
OXT,activates,AVPR1A
AVP,activates,AVPR1A
OXT,activates,AVPR1B
AVP,activates,AVPR1B
OXT,activates,AVPR2
AVP,activates,AVPR2
XCL1,activates,XCR1
XCL2,activates,XCR1
NPY,activates,NPY1R
PYY,activates,NPY1R
NPY,activates,NPY2R
PYY,activates,NPY2R
NPY,activates,NPY4R
PPY,activates,NPY4R
PYY,activates,NPY4R
NPY,activates,NPY5R
PPY,activates,NPY5R
CAMK2A,inhibits,SYN1
CAMK2A,activates,MAP2
CAMK2A,activates,GRIA1
PDPK1,activates,RPS6KB1
GNB2,activates,KCNJ3
